event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
July 13 2016,UFC Fight Night: McDonald vs. Lineker,Cristina Stanciu,Cortney Casey,Cortney Casey,1,2.36,6,2
July 13 2016,UFC Fight Night: McDonald vs. Lineker,Scott Holtzman,Cody Pfister,Scott Holtzman,3,5.0,22,8
July 13 2016,UFC Fight Night: McDonald vs. Lineker,Matthew Lopez,Rani Yahya,Rani Yahya,3,4.19,2,7
July 13 2016,UFC Fight Night: McDonald vs. Lineker,Alex Nicholson,Devin Clark,Alex Nicholson,1,4.57,30,2
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Holly Holm,Valentina Shevchenko,Valentina Shevchenko,5,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Edson Barboza,Gilbert Melendez,Edson Barboza,3,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Bojan Mihajlovic,Francis Ngannou,Francis Ngannou,1,1.34,31,2
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Felice Herrig,Kailin Curran,Felice Herrig,1,1.59,32,7
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Frankie Saenz,Eddie Wineland,Eddie Wineland,3,1.54,31,2
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Darren Elkins,Godofredo Pepey,Darren Elkins,3,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Alexander Yakovlev,Kamaru Usman,Kamaru Usman,3,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Michel Prazeres,JC Cottrell,Michel Prazeres,3,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,James Moontasri,Alex Oliveira,Alex Oliveira,3,5.0,22,8
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Jason Knight,Jim Alers,Jason Knight,3,5.0,22,6
July 23 2016,UFC Fight Night: Holm vs. Shevchenko,Dmitrii Smoliakov,Luis Henrique,Luis Henrique,2,3.58,32,7
July 30 2016,UFC 201: Lawler vs. Woodley,Tyron Woodley,Robbie Lawler,Tyron Woodley,1,2.12,30,2
July 30 2016,UFC 201: Lawler vs. Woodley,Rose Namajunas,Karolina Kowalkiewicz,Karolina Kowalkiewicz,3,5.0,22,6
July 30 2016,UFC 201: Lawler vs. Woodley,Jake Ellenberger,Matt Brown,Jake Ellenberger,1,1.46,16,2
July 30 2016,UFC 201: Lawler vs. Woodley,Francisco Rivera,Erik Perez,Erik Perez,3,5.0,22,8
July 30 2016,UFC 201: Lawler vs. Woodley,Ryan Benoit,Fredy Serrano,Ryan Benoit,3,5.0,22,6
July 30 2016,UFC 201: Lawler vs. Woodley,Ed Herman,Nikita Krylov,Nikita Krylov,2,0.4,16,2
July 30 2016,UFC 201: Lawler vs. Woodley,Jorge Masvidal,Ross Pearson,Jorge Masvidal,3,5.0,22,8
July 30 2016,UFC 201: Lawler vs. Woodley,Damian Grabowski,Anthony Hamilton,Anthony Hamilton,1,0.14,31,2
July 30 2016,UFC 201: Lawler vs. Woodley,Wilson Reis,Hector Sandoval,Wilson Reis,1,1.49,32,7
July 30 2016,UFC 201: Lawler vs. Woodley,Bojan Velickovic,Michael Graves,Michael Graves,3,5.0,22,3
July 30 2016,UFC 201: Lawler vs. Woodley,Damien Brown,Cesar Arzamendia,Damien Brown,1,2.27,31,2
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Alex Caceres,Yair Rodriguez,Yair Rodriguez,5,5.0,22,6
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Dennis Bermudez,Rony Jason,Dennis Bermudez,3,5.0,22,8
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Chris Camozzi,Thales Leites,Thales Leites,3,2.58,32,7
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio,3,5.0,22,8
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Joe Gigliotti,Trevor Smith,Trevor Smith,3,5.0,22,8
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Maryna Moroz,Danielle Taylor,Maryna Moroz,3,5.0,22,6
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Dominique Steele,Court McGee,Court McGee,3,5.0,22,8
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Marcin Tybura,Viktor Pesta,Marcin Tybura,2,0.53,16,2
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Jason Novelli,David Teymur,David Teymur,2,1.25,31,2
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Teruto Ishihara,Horacio Gutierrez,Teruto Ishihara,1,2.32,31,2
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Tatsuya Kawajiri,Cub Swanson,Cub Swanson,3,5.0,22,8
August 06 2016,UFC Fight Night: Rodriguez vs. Caceres,Justin Ledet,Chase Sherman,Justin Ledet,3,5.0,22,8
August 20 2016,UFC 202: Diaz vs. McGregor 2,Nate Diaz,Conor McGregor,Conor McGregor,5,5.0,22,3
August 20 2016,UFC 202: Diaz vs. McGregor 2,Anthony Johnson,Glover Teixeira,Anthony Johnson,1,0.13,30,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Rick Story,Donald Cerrone,Donald Cerrone,2,2.02,16,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Mike Perry,Hyun Gyu Lim,Mike Perry,1,3.38,30,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Sabah Homasi,Tim Means,Tim Means,2,2.56,31,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Cody Garbrandt,Takeya Mizugaki,Cody Garbrandt,1,0.48,30,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Elizabeth Phillips,Raquel Pennington,Raquel Pennington,3,5.0,22,8
August 20 2016,UFC 202: Diaz vs. McGregor 2,Artem Lobov,Chris Avila,Artem Lobov,3,5.0,22,8
August 20 2016,UFC 202: Diaz vs. McGregor 2,Randa Markos,Cortney Casey,Cortney Casey,1,4.34,3,7
August 20 2016,UFC 202: Diaz vs. McGregor 2,Lorenz Larkin,Neil Magny,Lorenz Larkin,1,4.08,6,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Max Griffin,Colby Covington,Colby Covington,3,2.18,31,2
August 20 2016,UFC 202: Diaz vs. McGregor 2,Marvin Vettori,Alberto Uda,Marvin Vettori,1,4.3,10,7
August 27 2016,UFC Fight Night: Maia vs. Condit,Carlos Condit,Demian Maia,Demian Maia,1,1.52,32,7
August 27 2016,UFC Fight Night: Maia vs. Condit,Anthony Pettis,Charles Oliveira,Anthony Pettis,3,1.49,10,7
August 27 2016,UFC Fight Night: Maia vs. Condit,Bec Rawlings,Paige VanZant,Paige VanZant,2,0.17,16,2
August 27 2016,UFC Fight Night: Maia vs. Condit,Jim Miller,Joe Lauzon,Jim Miller,3,5.0,22,6
August 27 2016,UFC Fight Night: Maia vs. Condit,Kevin Casey,Sam Alvey,Sam Alvey,2,4.56,31,2
August 27 2016,UFC Fight Night: Maia vs. Condit,Kyle Bochniak,Enrique Barzola,Kyle Bochniak,3,5.0,22,6
August 27 2016,UFC Fight Night: Maia vs. Condit,Garreth McLellan,Alessio Di Chirico,Alessio Di Chirico,3,5.0,22,6
August 27 2016,UFC Fight Night: Maia vs. Condit,Felipe Silva,Shane Campbell,Felipe Silva,1,1.13,30,2
August 27 2016,UFC Fight Night: Maia vs. Condit,Thibault Gouti,Chad Laprise,Chad Laprise,1,1.36,30,2
August 27 2016,UFC Fight Night: Maia vs. Condit,Jeremy Kennedy,Alessandro Ricci,Jeremy Kennedy,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Andrei Arlovski,Josh Barnett,Josh Barnett,3,2.53,32,7
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson,Jan Blachowicz,Alexander Gustafsson,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Ilir Latifi,Ryan Bader,Ryan Bader,2,2.06,19,2
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Nick Hein,Tae Hyun Bang,Nick Hein,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Jimmy Wallhead,Jessin Ayari,Jessin Ayari,3,5.0,22,6
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Peter Sobotta,Nicolas Dalby,Peter Sobotta,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Veronica Macedo,Ashlee Evans-Smith,Ashlee Evans-Smith,3,2.46,6,2
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Taylor Lapilus,Leandro Issa,Taylor Lapilus,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Christian Colombo,Jarjis Danho,Jarjis Danho,3,5.0,22,3
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Jack Hermansson,Scott Askham,Jack Hermansson,3,5.0,22,8
September 03 2016,UFC Fight Night: Arlovski vs. Barnett,Leandro Silva,Rustam Khabilov,Rustam Khabilov,3,5.0,22,8
September 10 2016,UFC 203: Miocic vs. Overeem,Stipe Miocic,Alistair Overeem,Stipe Miocic,1,4.27,30,2
September 10 2016,UFC 203: Miocic vs. Overeem,Travis Browne,Fabricio Werdum,Fabricio Werdum,3,5.0,22,8
September 10 2016,UFC 203: Miocic vs. Overeem,Mickey Gall,CM Punk,Mickey Gall,1,2.14,32,7
September 10 2016,UFC 203: Miocic vs. Overeem,Urijah Faber,Jimmie Rivera,Jimmie Rivera,3,5.0,22,8
September 10 2016,UFC 203: Miocic vs. Overeem,Jessica Andrade,Joanne Calderwood,Jessica Andrade,1,4.38,10,7
September 10 2016,UFC 203: Miocic vs. Overeem,Jessica Eye,Bethe Correia,Bethe Correia,3,5.0,22,6
September 10 2016,UFC 203: Miocic vs. Overeem,Brad Tavares,Caio Magalhaes,Brad Tavares,3,5.0,22,6
September 10 2016,UFC 203: Miocic vs. Overeem,Michael McBride,Nik Lentz,Nik Lentz,2,4.17,31,2
September 10 2016,UFC 203: Miocic vs. Overeem,Drew Dober,Jason Gonzalez,Drew Dober,1,1.45,30,2
September 10 2016,UFC 203: Miocic vs. Overeem,Sean Spencer,Yancy Medeiros,Yancy Medeiros,2,0.49,32,7
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Michael Johnson,Dustin Poirier,Michael Johnson,1,1.35,31,2
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Uriah Hall,Derek Brunson,Derek Brunson,1,1.41,31,2
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Evan Dunham,Rick Glenn,Evan Dunham,3,5.0,22,8
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Kenny Robertson,Roan Carneiro,Roan Carneiro,3,5.0,22,6
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Islam Makhachev,Chris Wade,Islam Makhachev,3,5.0,22,8
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Maximo Blanco,Chas Skelly,Chas Skelly,1,0.19,4,7
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Gabriel Benitez,Sam Sicilia,Gabriel Benitez,2,1.2,10,7
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Augusto Montano,Belal Muhammad,Belal Muhammad,3,4.19,31,2
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Antonio Carlos Junior,Leonardo Augusto Leleco,Antonio Carlos Junior,3,4.46,32,7
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Joey Gomez,Jose Quinonez,Jose Quinonez,3,5.0,22,8
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Randy Brown,Erick Montano,Randy Brown,3,0.18,10,7
September 17 2016,UFC Fight Night: Poirier vs. Johnson,Albert Morales,Alejandro Perez,Alejandro Perez,3,5.0,22,3
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Cris Cyborg,Lina Lansberg,Cris Cyborg,2,2.29,31,2
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Phillipe Nover,Renan Barao,Renan Barao,3,5.0,22,8
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Roy Nelson,Antonio Silva,Roy Nelson,2,4.1,30,2
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Paul Felder,Francisco Trinaldo,Francisco Trinaldo,3,2.25,22,2
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Eric Spicely,Thiago Santos,Eric Spicely,1,2.58,32,7
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Mike de la Torre,Godofredo Pepey,Godofredo Pepey,1,3.03,32,7
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Michel Prazeres,Gilbert Burns,Michel Prazeres,3,5.0,22,8
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Michinori Tanaka,Rani Yahya,Rani Yahya,3,5.0,22,8
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Jussier Formiga,Dustin Ortiz,Jussier Formiga,3,5.0,22,8
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Luan Chagas,Erick Silva,Erick Silva,3,3.57,32,7
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Alan Patrick,Stevie Ray,Alan Patrick,3,5.0,22,8
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Hector Urbina,Vicente Luque,Vicente Luque,1,1.0,30,2
September 24 2016,UFC Fight Night: Cyborg vs. Lansberg,Gregor Gillespie,Glaico Franca,Gregor Gillespie,3,5.0,22,8
October 01 2016,UFC Fight Night: Lineker vs. Dodson,John Dodson,John Lineker,John Lineker,5,5.0,22,6
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Alex Oliveira,Will Brooks,Alex Oliveira,3,3.3,31,2
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Joshua Burkman,Zak Ottow,Zak Ottow,3,5.0,22,6
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Brandon Moreno,Louis Smolka,Brandon Moreno,1,2.23,10,7
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Joachim Christensen,Henrique da Silva,Henrique da Silva,2,4.43,3,7
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Andre Fili,Hacran Dias,Andre Fili,3,5.0,22,8
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Walt Harris,Shamil Abdurakhimov,Shamil Abdurakhimov,3,5.0,22,6
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Elizeu Zaleski dos Santos,Keita Nakamura,Elizeu Zaleski dos Santos,3,5.0,22,8
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Tamdan McCrory,Nate Marquardt,Nate Marquardt,2,4.44,16,2
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Ion Cutelaba,Jonathan Wilson,Ion Cutelaba,3,5.0,22,8
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Cody East,Curtis Blaydes,Curtis Blaydes,2,2.02,6,2
October 01 2016,UFC Fight Night: Lineker vs. Dodson,Ketlen Vieira,Kelly Faszholz,Ketlen Vieira,3,5.0,22,6
October 08 2016,UFC 204: Bisping vs. Henderson,Dan Henderson,Michael Bisping,Michael Bisping,5,5.0,22,8
October 08 2016,UFC 204: Bisping vs. Henderson,Gegard Mousasi,Vitor Belfort,Gegard Mousasi,2,2.43,31,2
October 08 2016,UFC 204: Bisping vs. Henderson,Ovince Saint Preux,Jimi Manuwa,Jimi Manuwa,2,2.38,30,2
October 08 2016,UFC 204: Bisping vs. Henderson,Stefan Struve,Daniel Omielanczuk,Stefan Struve,2,1.41,4,7
October 08 2016,UFC 204: Bisping vs. Henderson,Russell Doane,Mirsad Bektic,Mirsad Bektic,1,4.22,32,7
October 08 2016,UFC 204: Bisping vs. Henderson,Iuri Alcantara,Brad Pickett,Iuri Alcantara,1,1.59,37,7
October 08 2016,UFC 204: Bisping vs. Henderson,Davey Grant,Damian Stasiak,Damian Stasiak,3,2.56,3,7
October 08 2016,UFC 204: Bisping vs. Henderson,Leon Edwards,Albert Tumenov,Leon Edwards,3,3.01,32,7
October 08 2016,UFC 204: Bisping vs. Henderson,Lukasz Sajewski,Marc Diakiese,Marc Diakiese,2,4.4,31,2
October 08 2016,UFC 204: Bisping vs. Henderson,Mike Perry,Danny Roberts,Mike Perry,3,4.4,19,2
October 08 2016,UFC 204: Bisping vs. Henderson,Adriano Martins,Leonardo Santos,Leonardo Santos,3,5.0,22,6
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Tony Ferguson,Rafael Dos Anjos,Tony Ferguson,5,5.0,22,8
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Marcin Held,Diego Sanchez,Diego Sanchez,3,5.0,22,8
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Ricardo Lamas,Charles Oliveira,Ricardo Lamas,2,2.13,10,7
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Claudio Puelles,Martin Bravo,Martin Bravo,2,1.55,30,2
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Beneil Dariush,Rashid Magomedov,Beneil Dariush,3,5.0,22,8
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Heather Jo Clark,Alexa Grasso,Alexa Grasso,3,5.0,22,8
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Erik Perez,Felipe Arantes,Erik Perez,3,5.0,22,6
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Marco Beltran,Joe Soto,Joe Soto,1,1.37,13,7
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Max Griffin,Erick Montano,Max Griffin,1,0.54,30,2
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Henry Briones,Douglas Silva de Andrade,Douglas Silva de Andrade,3,2.33,34,2
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Sam Alvey,Alex Nicholson,Sam Alvey,3,5.0,22,8
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Jason Novelli,Polo Reyes,Polo Reyes,3,5.0,22,6
November 05 2016,UFC Fight Night: Dos Anjos vs. Ferguson,Enrique Barzola,Chris Avila,Enrique Barzola,3,5.0,22,8
November 12 2016,UFC 205: Alvarez vs McGregor,Eddie Alvarez,Conor McGregor,Conor McGregor,2,3.04,31,2
November 12 2016,UFC 205: Alvarez vs McGregor,Tyron Woodley,Stephen Thompson,Tyron Woodley,5,5.0,22,3
November 12 2016,UFC 205: Alvarez vs McGregor,Karolina Kowalkiewicz,Joanna Jedrzejczyk,Joanna Jedrzejczyk,5,5.0,22,8
November 12 2016,UFC 205: Alvarez vs McGregor,Yoel Romero,Chris Weidman,Yoel Romero,3,0.24,7,2
November 12 2016,UFC 205: Alvarez vs McGregor,Miesha Tate,Raquel Pennington,Raquel Pennington,3,5.0,22,8
November 12 2016,UFC 205: Alvarez vs McGregor,Frankie Edgar,Jeremy Stephens,Frankie Edgar,3,5.0,22,8
November 12 2016,UFC 205: Alvarez vs McGregor,Michael Johnson,Khabib Nurmagomedov,Khabib Nurmagomedov,3,2.31,18,7
November 12 2016,UFC 205: Alvarez vs McGregor,Tim Boetsch,Rafael Natal,Tim Boetsch,1,3.22,31,2
November 12 2016,UFC 205: Alvarez vs McGregor,Belal Muhammad,Vicente Luque,Vicente Luque,1,1.19,31,2
November 12 2016,UFC 205: Alvarez vs McGregor,Jim Miller,Thiago Alves,Jim Miller,3,5.0,22,8
November 12 2016,UFC 205: Alvarez vs McGregor,Katlyn Chookagian,Liz Carmouche,Liz Carmouche,3,5.0,22,6
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Gegard Mousasi,Uriah Hall,Gegard Mousasi,1,4.37,31,2
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Ross Pearson,Stevie Ray,Stevie Ray,3,5.0,22,6
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Alexander Volkov,Tim Johnson,Alexander Volkov,3,5.0,22,6
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Teruto Ishihara,Artem Lobov,Artem Lobov,3,5.0,22,8
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Jack Marshman,Magnus Cedenblad,Jack Marshman,2,3.4,30,2
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Ali Bagautinov,Kyoji Horiguchi,Kyoji Horiguchi,3,5.0,22,8
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Kevin Lee,Magomed Mustafaev,Kevin Lee,2,4.31,32,7
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Anna Elmose,Amanda Cooper,Amanda Cooper,3,5.0,22,8
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Justin Ledet,Mark Godbeer,Justin Ledet,1,2.16,32,7
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Alexander Yakovlev,Zak Cummings,Zak Cummings,2,4.02,3,7
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Marion Reneau,Milana Dudieva,Marion Reneau,3,3.03,6,2
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Kwan Ho Kwak,Brett Johns,Brett Johns,3,5.0,22,8
November 19 2016,UFC Fight Night: Mousasi vs. Hall 2,Abdul Razak Alhassan,Charlie Ward,Abdul Razak Alhassan,1,0.53,30,2
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Rogerio Nogueira,Ryan Bader,Ryan Bader,3,3.51,31,2
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Thomas Almeida,Albert Morales,Thomas Almeida,2,1.37,31,2
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Cortney Casey,Claudia Gadelha,Claudia Gadelha,3,5.0,22,8
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Krzysztof Jotko,Thales Leites,Krzysztof Jotko,3,5.0,22,8
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Warlley Alves,Kamaru Usman,Kamaru Usman,3,5.0,22,8
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Sergio Moraes,Zak Ottow,Sergio Moraes,3,5.0,22,6
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Jack Hermansson,Cezar Ferreira,Cezar Ferreira,2,2.11,2,7
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Gadzhimurad Antigulov,Marcos Rogerio de Lima,Gadzhimurad Antigulov,1,1.07,10,7
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Manvel Gamburyan,Johnny Eduardo,Johnny Eduardo,2,0.46,30,2
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Luis Henrique,Christian Colombo,Luis Henrique,3,2.12,10,7
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Justin Scoggins,Pedro Munhoz,Pedro Munhoz,2,1.55,10,7
November 19 2016,UFC Fight Night: Bader vs. Nogueira,Francimar Barroso,Darren Stewart,Francimar Barroso,1,1.34,22,5
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Derek Brunson,Robert Whittaker,Robert Whittaker,1,4.07,16,2
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Andrew Holbrook,Jake Matthews,Andrew Holbrook,3,5.0,22,6
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Kyle Noke,Omari Akhmedov,Omari Akhmedov,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Alexander Volkanovski,Yusuke Kasuya,Alexander Volkanovski,2,2.06,31,2
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Khalil Rountree Jr.,Tyson Pedro,Tyson Pedro,1,4.07,32,7
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Danielle Taylor,Seohee Ham,Danielle Taylor,3,5.0,22,6
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Chris Camozzi,Daniel Kelly,Daniel Kelly,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Damien Brown,Jon Tuck,Damien Brown,3,5.0,22,6
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Richard Walsh,Jonathan Meunier,Jonathan Meunier,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen,Geane Herrera,Ben Nguyen,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Dan Hooker,Jason Knight,Jason Knight,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Marlon Vera,Ning Guangyou,Marlon Vera,3,5.0,22,8
November 26 2016,UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui,Jenel Lausa,Jenel Lausa,3,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Demetrious Johnson,Tim Elliott,Demetrious Johnson,5,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Henry Cejudo,Joseph Benavidez,Joseph Benavidez,3,5.0,22,6
December 03 2016,The Ultimate Fighter 24 Finale,Jorge Masvidal,Jake Ellenberger,Jorge Masvidal,1,4.05,31,2
December 03 2016,The Ultimate Fighter 24 Finale,Ion Cutelaba,Jared Cannonier,Jared Cannonier,3,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Sara McMann,Alexis Davis,Sara McMann,2,2.52,2,7
December 03 2016,The Ultimate Fighter 24 Finale,Ryan Benoit,Brandon Moreno,Brandon Moreno,3,5.0,22,6
December 03 2016,The Ultimate Fighter 24 Finale,Ryan Hall,Gray Maynard,Ryan Hall,3,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Matt Schnell,Rob Font,Rob Font,1,3.47,30,2
December 03 2016,The Ultimate Fighter 24 Finale,Dong Hyun Ma,Brendan O'Reilly,Dong Hyun Ma,3,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Kailin Curran,Jamie Moyle,Jamie Moyle,3,5.0,22,8
December 03 2016,The Ultimate Fighter 24 Finale,Anthony Smith,Elvis Mutapcic,Anthony Smith,2,3.27,5,2
December 03 2016,The Ultimate Fighter 24 Finale,Josh Stansbury,Devin Clark,Devin Clark,3,5.0,22,8
December 10 2016,UFC 206: Holloway vs. Pettis,Max Holloway,Anthony Pettis,Max Holloway,3,4.5,31,2
December 10 2016,UFC 206: Holloway vs. Pettis,Matt Brown,Donald Cerrone,Donald Cerrone,3,0.34,16,2
December 10 2016,UFC 206: Holloway vs. Pettis,Cub Swanson,Dooho Choi,Cub Swanson,3,5.0,22,8
December 10 2016,UFC 206: Holloway vs. Pettis,Tim Kennedy,Kelvin Gastelum,Kelvin Gastelum,3,2.45,31,2
December 10 2016,UFC 206: Holloway vs. Pettis,Emil Meek,Jordan Mein,Emil Meek,3,5.0,22,8
December 10 2016,UFC 206: Holloway vs. Pettis,Nikita Krylov,Misha Cirkunov,Misha Cirkunov,1,4.38,10,7
December 10 2016,UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier,Drew Dober,Olivier Aubin-Mercier,2,2.57,32,7
December 10 2016,UFC 206: Holloway vs. Pettis,Valerie Letourneau,Viviane Pereira,Viviane Pereira,3,5.0,22,6
December 10 2016,UFC 206: Holloway vs. Pettis,Matthew Lopez,Mitch Gagnon,Matthew Lopez,3,5.0,22,8
December 10 2016,UFC 206: Holloway vs. Pettis,John Makdessi,Lando Vannata,Lando Vannata,1,1.4,16,2
December 10 2016,UFC 206: Holloway vs. Pettis,Rustam Khabilov,Jason Saggo,Rustam Khabilov,3,5.0,22,8
December 10 2016,UFC 206: Holloway vs. Pettis,Zach Makovsky,Dustin Ortiz,Dustin Ortiz,3,5.0,22,6
December 17 2016,UFC Fight Night: VanZant vs. Waterson,Michelle Waterson,Paige VanZant,Michelle Waterson,1,3.21,32,7
December 17 2016,UFC Fight Night: VanZant vs. Waterson,Sage Northcutt,Mickey Gall,Mickey Gall,2,1.4,32,7
